player,team_country,minutes,goals,assists,gk_games,gk_minutes,gk_clean_sheets
Achref Abada,Algeria,,,,,,
Adil Boulbina,Algeria,19.0,0.0,0.0,,,
Amine Gouiri,Algeria,251.0,1.0,0.0,,,
Anis Hadj Moussa,Algeria,98.0,0.0,0.0,,,
Aïssa Mandi,Algeria,360.0,0.0,0.0,,,
Fares Chaïbi,Algeria,360.0,0.0,0.0,,,
Farés Ghedjemis,Algeria,1.0,0.0,0.0,,,
Hicham Boudaoui,Algeria,128.0,0.0,0.0,,,
Houssem Aouar,Algeria,173.0,0.0,2.0,,,
Ibrahim Maza,Algeria,351.0,0.0,0.0,,,
Jaouen Hadjam,Algeria,109.0,0.0,0.0,,,
Luca Zidane,Algeria,270.0,0.0,0.0,3.0,270.0,0.0
Melvin Mastil,Algeria,,,,,,
Mohamed Amine Tougai,Algeria,,,,,,
Mohamed Amoura,Algeria,27.0,0.0,0.0,,,
Nabil Bentaleb,Algeria,285.0,0.0,0.0,,,
Nadhir Benbouali,Algeria,45.0,1.0,0.0,,,
Oussama Benbot,Algeria,90.0,0.0,0.0,1.0,90.0,0.0
Rafik Belghali,Algeria,331.0,1.0,0.0,,,
Ramiz Zerrouki,Algeria,111.0,0.0,0.0,,,
Ramy Bensebaini,Algeria,360.0,0.0,0.0,,,
Rayan Aït-Nouri,Algeria,284.0,0.0,0.0,,,
Riyad Mahrez,Algeria,262.0,2.0,1.0,,,
Samir Chergui,Algeria,20.0,0.0,0.0,,,
Yassine Titraoui,Algeria,,,,,,
Zineddine Belaïd,Algeria,25.0,0.0,0.0,,,
Alexis Mac Allister,Argentina,540.0,1.0,1.0,,,
Cristian Romero,Argentina,449.0,1.0,0.0,,,
Emiliano Martínez,Argentina,600.0,0.0,0.0,6.0,600.0,2.0
Enzo Fernández,Argentina,480.0,1.0,0.0,,,
Exequiel Palacios,Argentina,90.0,0.0,0.0,,,
Facundo Medina,Argentina,257.0,0.0,1.0,,,
Flaco López,Argentina,20.0,0.0,1.0,,,
Gerónimo Rulli,Argentina,,,,,,
Giovani Lo Celso,Argentina,59.0,1.0,0.0,,,
Giuliano Simeone,Argentina,70.0,0.0,0.0,,,
Gonzalo Montiel,Argentina,116.0,0.0,1.0,,,
Juan Musso,Argentina,,,,,,
Julián Álvarez,Argentina,411.0,1.0,0.0,,,
Lautaro Martínez,Argentina,300.0,2.0,1.0,,,
Leandro Paredes,Argentina,335.0,0.0,0.0,,,
Lionel Messi,Argentina,530.0,8.0,2.0,,,
Lisandro Martínez,Argentina,510.0,1.0,1.0,,,
Marcos Senesi,Argentina,90.0,0.0,0.0,,,
Nahuel Molina,Argentina,394.0,0.0,0.0,,,
Nicolás González,Argentina,187.0,0.0,1.0,,,
Nicolás Otamendi,Argentina,151.0,0.0,0.0,,,
Nicolás Paz,Argentina,71.0,0.0,0.0,,,
Nicolás Tagliafico,Argentina,276.0,0.0,0.0,,,
Rodrigo De Paul,Argentina,403.0,0.0,1.0,,,
Thiago Almada,Argentina,241.0,0.0,0.0,,,
Valentín Barco,Argentina,20.0,0.0,0.0,,,
Aiden O'Neill,Australia,360.0,0.0,0.0,,,
Ajdin Hrustic,Australia,80.0,0.0,0.0,,,
Alessandro Circati,Australia,390.0,0.0,0.0,,,
Awer Mabil,Australia,30.0,0.0,0.0,,,
Aziz Behich,Australia,217.0,0.0,0.0,,,
Cameron Burgess,Australia,135.0,0.0,0.0,,,
Cammy Devlin,Australia,,,,,,
Connor Metcalfe,Australia,315.0,1.0,0.0,,,
Cristian Volpato,Australia,160.0,0.0,0.0,,,
Harry Souttar,Australia,390.0,0.0,0.0,,,
Jackson Irvine,Australia,223.0,0.0,0.0,,,
Jacob Italiano,Australia,163.0,0.0,0.0,,,
Jason Geria,Australia,62.0,0.0,0.0,,,
Jordy Bos,Australia,308.0,0.0,0.0,,,
Kai Trewin,Australia,75.0,0.0,0.0,,,
Lucas Herrington,Australia,210.0,0.0,0.0,,,
Mathew Leckie,Australia,60.0,0.0,0.0,,,
Mathew Ryan,Australia,2.0,0.0,0.0,1.0,2.0,0.0
Miloš Degenek,Australia,,,,,,
Mo Touré,Australia,165.0,0.0,0.0,,,
Nestory Irankunda,Australia,261.0,1.0,0.0,,,
Nishan Velupillay,Australia,75.0,0.0,0.0,,,
Patrick Beach,Australia,388.0,0.0,0.0,4.0,388.0,2.0
Paul Izzo,Australia,,,,,,
Paul Okon-Engstler,Australia,197.0,0.0,1.0,,,
Tete Yengi,Australia,24.0,0.0,0.0,,,
Alessandro Schöpf,Austria,,,,,,
Alexander Prass,Austria,29.0,0.0,0.0,,,
Alexander Schlager,Austria,360.0,0.0,0.0,4.0,360.0,0.0
Carney Chukwuemeka,Austria,83.0,0.0,0.0,,,
David Affengruber,Austria,,,,,,
David Alaba,Austria,275.0,0.0,1.0,,,
Dejan Ljubičić,Austria,,,,,,
Florian Grillitsch,Austria,90.0,0.0,0.0,,,
Florian Wiegele,Austria,,,,,,
Kevin Danso,Austria,241.0,0.0,0.0,,,
Konrad Laimer,Austria,360.0,0.0,1.0,,,
Marcel Sabitzer,Austria,360.0,1.0,0.0,,,
Marco Friedl,Austria,24.0,0.0,0.0,,,
Marko Arnautović,Austria,144.0,2.0,0.0,,,
Michael Gregoritsch,Austria,188.0,0.0,1.0,,,
Michael Svoboda,Austria,,,,,,
Nicolas Seiwald,Austria,315.0,0.0,0.0,,,
Patrick Pentz,Austria,,,,,,
Patrick Wimmer,Austria,21.0,0.0,0.0,,,
Paul Wanner,Austria,234.0,0.0,0.0,,,
Philipp Lienhart,Austria,180.0,0.0,0.0,,,
Phillipp Mwene,Austria,147.0,0.0,0.0,,,
Romano Schmid,Austria,263.0,1.0,0.0,,,
Saša Kalajdžić,Austria,77.0,1.0,0.0,,,
Stefan Posch,Austria,331.0,0.0,0.0,,,
Xaver Schlager,Austria,238.0,0.0,1.0,,,
Alexis Saelemaekers,Belgium,83.0,1.0,0.0,,,
Amadou Onana,Belgium,106.0,0.0,0.0,,,
Arthur Theate,Belgium,228.0,0.0,0.0,,,
Axel Witsel,Belgium,33.0,0.0,0.0,,,
Brandon Mechele,Belgium,570.0,0.0,0.0,,,
Charles De Ketelaere,Belgium,350.0,3.0,1.0,,,
Diego Moreira,Belgium,58.0,0.0,0.0,,,
Dodi Lukebakio,Belgium,164.0,0.0,0.0,,,
Hans Vanaken,Belgium,319.0,1.0,2.0,,,
Jeremy Doku,Belgium,309.0,0.0,0.0,,,
Joaquin Seys,Belgium,30.0,0.0,0.0,,,
Kevin De Bruyne,Belgium,382.0,1.0,0.0,,,
Koni De Winter,Belgium,,,,,,
Leandro Trossard,Belgium,506.0,2.0,2.0,,,
Matias Fernandez-Pardo,Belgium,44.0,0.0,0.0,,,
Maxim De Cuyper,Belgium,442.0,0.0,0.0,,,
Mike Penders,Belgium,,,,,,
Nathan Ngoy,Belgium,335.0,0.0,0.0,,,
Nicolas Raskin,Belgium,341.0,0.0,2.0,,,
Romelu Lukaku,Belgium,233.0,3.0,1.0,,,
Senne Lammens,Belgium,20.0,0.0,0.0,1.0,20.0,0.0
Thibaut Courtois,Belgium,550.0,0.0,0.0,6.0,550.0,1.0
Thomas Meunier,Belgium,190.0,0.0,1.0,,,
Timothy Castagne,Belgium,478.0,0.0,1.0,,,
Youri Tielemans,Belgium,474.0,2.0,0.0,,,
Zeno Debast,Belgium,,,,,,
Amar Dedić,Bosnia and Herzegovina,270.0,0.0,0.0,,,
Amar Memić,Bosnia and Herzegovina,224.0,0.0,0.0,,,
Amir Hadžiahmetović,Bosnia and Herzegovina,6.0,0.0,0.0,,,
Arjan Malic,Bosnia and Herzegovina,45.0,0.0,0.0,,,
Armin Gigovic,Bosnia and Herzegovina,79.0,0.0,0.0,,,
Benjamin Tahirovic,Bosnia and Herzegovina,237.0,0.0,0.0,,,
Dennis Hadžikadunić,Bosnia and Herzegovina,27.0,0.0,1.0,,,
Dženis Burnić,Bosnia and Herzegovina,16.0,0.0,0.0,,,
Edin Džeko,Bosnia and Herzegovina,176.0,0.0,0.0,,,
Ermedin Demirović,Bosnia and Herzegovina,354.0,0.0,0.0,,,
Ermin Mahmić,Bosnia and Herzegovina,68.0,2.0,0.0,,,
Esmir Bajraktarevic,Bosnia and Herzegovina,230.0,0.0,0.0,,,
Haris Tabaković,Bosnia and Herzegovina,16.0,0.0,0.0,,,
Ivan Bašić,Bosnia and Herzegovina,179.0,0.0,1.0,,,
Ivan Šunjić,Bosnia and Herzegovina,196.0,0.0,0.0,,,
Jovo Lukić,Bosnia and Herzegovina,67.0,1.0,0.0,,,
Kerim Alajbegović,Bosnia and Herzegovina,277.0,1.0,0.0,,,
Martin Zlomislić,Bosnia and Herzegovina,,,,,,
Mladen Jurkas,Bosnia and Herzegovina,,,,,,
Nihad Mujakić,Bosnia and Herzegovina,,,,,,
Nikola Katić,Bosnia and Herzegovina,317.0,0.0,0.0,,,
Nikola Vasilj,Bosnia and Herzegovina,360.0,0.0,0.0,4.0,360.0,0.0
Samed Baždar,Bosnia and Herzegovina,29.0,0.0,0.0,,,
Sead Kolašinac,Bosnia and Herzegovina,337.0,0.0,1.0,,,
Stjepan Radeljić,Bosnia and Herzegovina,180.0,0.0,0.0,,,
Tarik Muharemovic,Bosnia and Herzegovina,259.0,0.0,0.0,,,
Alex Sandro,Brazil,9.0,0.0,0.0,,,
Alisson,Brazil,450.0,0.0,0.0,5.0,450.0,2.0
Bruno Guimarães,Brazil,416.0,0.0,4.0,,,
Casemiro,Brazil,379.0,1.0,0.0,,,
Danilo,Brazil,405.0,0.0,0.0,,,
Danilo Santos,Brazil,46.0,0.0,0.0,,,
Douglas Santos,Brazil,441.0,0.0,0.0,,,
Ederson Moraes,Brazil,,,,,,
Endrick,Brazil,114.0,0.0,0.0,,,
Fabinho,Brazil,71.0,0.0,0.0,,,
Gabriel Magalhães,Brazil,450.0,0.0,1.0,,,
Gabriel Martinelli,Brazil,143.0,1.0,0.0,,,
Gleison Bremer,Brazil,,,,,,
Igor Thiago,Brazil,61.0,0.0,0.0,,,
Lucas Paquetá,Brazil,233.0,0.0,1.0,,,
Luiz Henrique,Brazil,29.0,0.0,0.0,,,
Léo Pereira,Brazil,,,,,,
Marquinhos,Brazil,450.0,0.0,0.0,,,
Matheus Cunha,Brazil,290.0,3.0,0.0,,,
Neymar,Brazil,39.0,1.0,0.0,,,
Raphinha,Brazil,129.0,0.0,0.0,,,
Rayan,Brazil,288.0,0.0,1.0,,,
Roger Ibanez,Brazil,45.0,0.0,0.0,,,
Vinicius Júnior,Brazil,440.0,4.0,1.0,,,
Wéverton,Brazil,,,,,,
Éderson Silva,Brazil,22.0,0.0,0.0,,,
C.J. dos Santos,Cape Verde,,,,,,
Dailon Livramento,Cape Verde,174.0,0.0,0.0,,,
Deroy Duarte,Cape Verde,264.0,1.0,0.0,,,
Diney,Cape Verde,390.0,0.0,0.0,,,
Garry Rodrigues,Cape Verde,76.0,0.0,0.0,,,
Gilson Benchimol,Cape Verde,78.0,0.0,0.0,,,
Hélio Varela,Cape Verde,104.0,1.0,0.0,,,
Jamiro Monteiro,Cape Verde,281.0,0.0,0.0,,,
Jovane Cabral,Cape Verde,139.0,0.0,0.0,,,
João Paulo Fernandes,Cape Verde,105.0,0.0,0.0,,,
Kelvin Pires,Cape Verde,,,,,,
Kevin Pina,Cape Verde,349.0,1.0,0.0,,,
Laros Duarte,Cape Verde,166.0,0.0,0.0,,,
Logan Costa,Cape Verde,,,,,,
Márcio Rosa,Cape Verde,,,,,,
Nuno da Costa,Cape Verde,159.0,0.0,0.0,,,
Pico,Cape Verde,390.0,0.0,0.0,,,
Ryan Mendes,Cape Verde,330.0,0.0,1.0,,,
Sidny Lopes Cabral,Cape Verde,285.0,1.0,0.0,,,
Steven Moreira,Cape Verde,301.0,0.0,0.0,,,
Stopira,Cape Verde,,,,,,
Telmo Arcanjo,Cape Verde,57.0,0.0,0.0,,,
Vozinha,Cape Verde,390.0,0.0,0.0,4.0,390.0,2.0
Wagner Pina,Cape Verde,89.0,0.0,0.0,,,
Willy Semedo,Cape Verde,131.0,0.0,0.0,,,
Yannick,Cape Verde,32.0,0.0,1.0,,,
Alfie Jones,Canada,,,,,,
Ali Ahmed,Canada,234.0,0.0,0.0,,,
Alistair Johnston,Canada,450.0,0.0,0.0,,,
Alphonso Davies,Canada,16.0,0.0,0.0,,,
Cyle Larin,Canada,190.0,2.0,0.0,,,
Dayne St. Clair,Canada,,,,,,
Derek Cornelius,Canada,315.0,0.0,0.0,,,
Ismaël Koné,Canada,146.0,0.0,0.0,,,
Jacob Shaffelburg,Canada,92.0,0.0,0.0,,,
Jayden Nelson,Canada,4.0,0.0,0.0,,,
Joel Waterman,Canada,,,,,,
Jonathan David,Canada,420.0,3.0,0.0,,,
Jonathan Osorio,Canada,5.0,0.0,0.0,,,
Liam Millar,Canada,162.0,0.0,0.0,,,
Luc De Fougerolles,Canada,372.0,0.0,0.0,,,
Mathieu Choinière,Canada,57.0,0.0,0.0,,,
Maxime Crépeau,Canada,450.0,0.0,0.0,5.0,450.0,2.0
Moïse Bombito,Canada,193.0,0.0,0.0,,,
Nathan Saliba,Canada,182.0,1.0,2.0,,,
Niko Sigur,Canada,126.0,0.0,0.0,,,
Owen Goodman,Canada,,,,,,
Promise David,Canada,80.0,1.0,1.0,,,
Richie Laryea,Canada,429.0,0.0,0.0,,,
Stephen Eustáquio,Canada,392.0,1.0,0.0,,,
Tajon Buchanan,Canada,376.0,0.0,0.0,,,
Tani Oluwaseyi,Canada,259.0,0.0,0.0,,,
Andrés Gómez,Colombia,1.0,0.0,0.0,,,
Camilo Vargas,Colombia,480.0,0.0,0.0,5.0,480.0,4.0
Cucho,Colombia,50.0,0.0,1.0,,,
Daniel Muñoz,Colombia,394.0,2.0,0.0,,,
David Ospina,Colombia,,,,,,
Davinson Sánchez,Colombia,480.0,0.0,0.0,,,
Deiver Machado,Colombia,90.0,0.0,0.0,,,
Gustavo Puerta,Colombia,469.0,0.0,1.0,,,
James Rodríguez,Colombia,313.0,0.0,0.0,,,
Jaminton Campaz,Colombia,75.0,1.0,0.0,,,
Jefferson Lerma,Colombia,410.0,0.0,0.0,,,
Jhon Arias,Colombia,377.0,1.0,0.0,,,
Jhon Córdoba,Colombia,99.0,0.0,0.0,,,
Jhon Lucumí,Colombia,478.0,0.0,0.0,,,
Johan Mojica,Colombia,390.0,0.0,0.0,,,
Jorge Carrascal,Colombia,,,,,,
Juan Camilo Portilla,Colombia,,,,,,
Juan Quintero,Colombia,121.0,0.0,1.0,,,
Kevin Castaño,Colombia,16.0,0.0,0.0,,,
Luis Díaz,Colombia,478.0,1.0,1.0,,,
Luis Suárez,Colombia,331.0,0.0,1.0,,,
Richard Ríos,Colombia,140.0,0.0,0.0,,,
Santiago Arias,Colombia,86.0,0.0,0.0,,,
Willer Ditta,Colombia,,,,,,
Yerry Mina,Colombia,2.0,0.0,0.0,,,
Álvaro David Montero,Colombia,,,,,,
Aaron Tshibola,Congo DR,,,,,,
Aaron Wan-Bissaka,Congo DR,354.0,0.0,0.0,,,
Arthur Masuaku,Congo DR,315.0,0.0,1.0,,,
Axel Tuanzebe,Congo DR,360.0,0.0,0.0,,,
Brian Cipenga,Congo DR,146.0,1.0,0.0,,,
Chancel Mbemba,Congo DR,360.0,0.0,1.0,,,
Charles Pickel,Congo DR,35.0,0.0,0.0,,,
Cédric Bakambu,Congo DR,190.0,0.0,0.0,,,
Dylan Batubinsika,Congo DR,,,,,,
Edo Kayembe,Congo DR,160.0,0.0,0.0,,,
Fiston Mayele,Congo DR,42.0,1.0,0.0,,,
Gaël Kakuta,Congo DR,,,,,,
Gédéon Kalulu,Congo DR,6.0,0.0,0.0,,,
Joris Kayembe,Congo DR,45.0,0.0,0.0,,,
Lionel Mpasi,Congo DR,360.0,0.0,0.0,4.0,360.0,0.0
Matthieu Epolo,Congo DR,,,,,,
Meschak Elia,Congo DR,46.0,0.0,1.0,,,
Nathanaël Mbuku,Congo DR,143.0,0.0,0.0,,,
Ngal'Ayel Mukau,Congo DR,195.0,0.0,0.0,,,
Noah Sadiki,Congo DR,259.0,0.0,0.0,,,
Samuel Moutoussamy,Congo DR,330.0,0.0,0.0,,,
Simon Banza,Congo DR,40.0,0.0,0.0,,,
Steve Kapuadi,Congo DR,180.0,0.0,0.0,,,
Theo Bongonda,Congo DR,34.0,0.0,0.0,,,
Timothy Fayulu,Congo DR,,,,,,
Yoane Wissa,Congo DR,360.0,3.0,0.0,,,
Andrej Kramarić,Croatia,59.0,0.0,0.0,,,
Ante Budimir,Croatia,155.0,1.0,0.0,,,
Dominik Kotarski,Croatia,,,,,,
Dominik Livaković,Croatia,360.0,0.0,0.0,4.0,360.0,1.0
Duje Ćaleta-Car,Croatia,,,,,,
Igor Matanović,Croatia,95.0,0.0,0.0,,,
Ivan Perišić,Croatia,360.0,1.0,1.0,,,
Ivor Pandur,Croatia,,,,,,
Josip Stanišić,Croatia,360.0,0.0,1.0,,,
Josip Šutalo,Croatia,360.0,0.0,0.0,,,
Joško Gvardiol,Croatia,139.0,0.0,0.0,,,
Kristijan Jakić,Croatia,,,,,,
Luka Modrić,Croatia,317.0,0.0,1.0,,,
Luka Sučić,Croatia,19.0,0.0,0.0,,,
Luka Vušković,Croatia,65.0,0.0,0.0,,,
Marco Pašalić,Croatia,99.0,0.0,0.0,,,
Marin Pongračić,Croatia,270.0,0.0,0.0,,,
Mario Pašalić,Croatia,123.0,0.0,0.0,,,
Martin Baturina,Croatia,321.0,1.0,0.0,,,
Martin Erlić,Croatia,,,,,,
Mateo Kovačić,Croatia,270.0,0.0,1.0,,,
Nikola Moro,Croatia,,,,,,
Nikola Vlašić,Croatia,189.0,1.0,0.0,,,
Petar Musa,Croatia,110.0,1.0,0.0,,,
Petar Sučić,Croatia,289.0,1.0,1.0,,,
Toni Fruk,Croatia,,,,,,
Ar'jany Martha,Curaçao,,,,,,
Armando Obispo,Curaçao,270.0,0.0,0.0,,,
Brandley Kuwas,Curaçao,1.0,0.0,0.0,,,
Deveron Fonville,Curaçao,241.0,0.0,0.0,,,
Eloy Room,Curaçao,270.0,0.0,0.0,3.0,270.0,1.0
Gervane Kastaneer,Curaçao,30.0,0.0,0.0,,,
Godfried Roemeratoe,Curaçao,7.0,0.0,0.0,,,
Jearl Margaritha,Curaçao,41.0,0.0,0.0,,,
Jeremy Antonisse,Curaçao,75.0,0.0,0.0,,,
Joshua Brenet,Curaçao,179.0,0.0,0.0,,,
Juninho Bacuna,Curaçao,254.0,0.0,0.0,,,
Juriën Gaari,Curaçao,166.0,0.0,0.0,,,
Jürgen Locadia,Curaçao,235.0,0.0,0.0,,,
Kenji Gorré,Curaçao,16.0,0.0,0.0,,,
Kevin Felida,Curaçao,,,,,,
Leandro Bacuna,Curaçao,270.0,0.0,0.0,,,
Livano Comenencia,Curaçao,233.0,1.0,0.0,,,
Riechedly Bazoer,Curaçao,90.0,0.0,0.0,,,
Roshon van Eijma,Curaçao,15.0,0.0,0.0,,,
Sherel Floranus,Curaçao,270.0,0.0,0.0,,,
Shurandy Sambo,Curaçao,1.0,0.0,0.0,,,
Sontje Hansen,Curaçao,45.0,0.0,0.0,,,
Tahith Chong,Curaçao,247.0,0.0,0.0,,,
Trevor Doornbusch,Curaçao,,,,,,
Tyrese Noslin,Curaçao,14.0,0.0,0.0,,,
Tyrick Bodak,Curaçao,,,,,,
Adam Hložek,Czech Republic,156.0,0.0,0.0,,,
Alexandr Sojka,Czech Republic,141.0,0.0,1.0,,,
David Douděra,Czech Republic,90.0,0.0,0.0,,,
David Jurásek,Czech Republic,,,,,,
David Zima,Czech Republic,13.0,0.0,0.0,,,
Denis Višinský,Czech Republic,55.0,0.0,0.0,,,
Hugo Sochůrek,Czech Republic,,,,,,
Jan Kuchta,Czech Republic,,,,,,
Jaroslav Zelený,Czech Republic,126.0,0.0,0.0,,,
Jindřich Staněk,Czech Republic,,,,,,
Ladislav Krejčí,Czech Republic,270.0,1.0,0.0,,,
Lukáš Horníček,Czech Republic,,,,,,
Lukáš Provod,Czech Republic,122.0,0.0,0.0,,,
Lukáš Červ,Czech Republic,163.0,0.0,0.0,,,
Matej Kovar,Czech Republic,270.0,0.0,0.0,3.0,270.0,0.0
Michal Sadílek,Czech Republic,183.0,1.0,0.0,,,
Mojmír Chytil,Czech Republic,7.0,0.0,0.0,,,
Patrik Schick,Czech Republic,180.0,0.0,0.0,,,
Pavel Šulc,Czech Republic,189.0,0.0,0.0,,,
Robin Hranáč,Czech Republic,270.0,0.0,0.0,,,
Tomáš Chorý,Czech Republic,31.0,0.0,0.0,,,
Tomáš Holeš,Czech Republic,153.0,0.0,0.0,,,
Tomáš Souček,Czech Republic,137.0,0.0,0.0,,,
Vladimír Coufal,Czech Republic,270.0,0.0,1.0,,,
Vladimír Darida,Czech Republic,54.0,0.0,0.0,,,
Štěpán Chaloupek,Czech Republic,90.0,0.0,0.0,,,
Alban Lafont,Côte d'Ivoire,,,,,,
Amad Diallo,Côte d'Ivoire,185.0,2.0,0.0,,,
Ange-Yoan Bonny,Côte d'Ivoire,234.0,0.0,0.0,,,
Bazoumana Touré,Côte d'Ivoire,80.0,0.0,0.0,,,
Christ Inao Oulaï,Côte d'Ivoire,208.0,0.0,0.0,,,
Christopher Opéri,Côte d'Ivoire,90.0,0.0,0.0,,,
Elye Wahi,Côte d'Ivoire,110.0,0.0,0.0,,,
Emmanuel Agbadou,Côte d'Ivoire,270.0,0.0,0.0,,,
Evann Guessand,Côte d'Ivoire,17.0,0.0,0.0,,,
Franck Kessié,Côte d'Ivoire,346.0,1.0,0.0,,,
Ghislain Konan,Côte d'Ivoire,269.0,0.0,0.0,,,
Guéla Doué,Côte d'Ivoire,277.0,0.0,0.0,,,
Ibrahim Sangaré,Côte d'Ivoire,268.0,0.0,1.0,,,
Jean Seri,Côte d'Ivoire,14.0,0.0,0.0,,,
Mohamed Koné,Côte d'Ivoire,,,,,,
Nicolas Pépé,Côte d'Ivoire,234.0,2.0,1.0,,,
Obite N'Dicka,Côte d'Ivoire,,,,,,
Odilon Kossounou,Côte d'Ivoire,272.0,0.0,0.0,,,
Oumar Diakité,Côte d'Ivoire,28.0,0.0,0.0,,,
Ousmane Diomande,Côte d'Ivoire,90.0,0.0,0.0,,,
Parfait Guiagon,Côte d'Ivoire,,,,,,
Seko Fofana,Côte d'Ivoire,92.0,0.0,0.0,,,
Simon Adingra,Côte d'Ivoire,16.0,0.0,0.0,,,
Wilfried Singo,Côte d'Ivoire,171.0,0.0,1.0,,,
Yahia Fofana,Côte d'Ivoire,360.0,0.0,0.0,4.0,360.0,2.0
Yan Diomandé,Côte d'Ivoire,329.0,0.0,1.0,,,
Alan Franco,Ecuador,251.0,0.0,0.0,,,
Alan Minda,Ecuador,55.0,0.0,0.0,,,
Anthony Valencia,Ecuador,,,,,,
Denil Castillo,Ecuador,,,,,,
Enner Valencia,Ecuador,287.0,0.0,0.0,,,
Félix Torres Caicedo,Ecuador,6.0,0.0,0.0,,,
Gonzalo Plata,Ecuador,360.0,1.0,0.0,,,
Gonzalo Valle,Ecuador,,,,,,
Hernán Galíndez,Ecuador,360.0,0.0,0.0,4.0,360.0,1.0
Jackson Porozo,Ecuador,29.0,0.0,0.0,,,
Jeremy Arévalo,Ecuador,,,,,,
Joel Ordóñez,Ecuador,225.0,0.0,0.0,,,
John Yeboah,Ecuador,311.0,0.0,0.0,,,
Jordy Alcivar,Ecuador,45.0,0.0,0.0,,,
Jordy Caicedo,Ecuador,20.0,0.0,0.0,,,
Kendry Páez,Ecuador,12.0,0.0,0.0,,,
Kevin Rodríguez,Ecuador,118.0,0.0,1.0,,,
Moisés Caicedo,Ecuador,360.0,0.0,0.0,,,
Moisés Ramírez,Ecuador,,,,,,
Nilson Angulo,Ecuador,218.0,1.0,0.0,,,
Pedro Vite,Ecuador,360.0,0.0,1.0,,,
Pervis Estupiñán,Ecuador,89.0,0.0,0.0,,,
Piero Hincapié,Ecuador,339.0,0.0,0.0,,,
Willian Pacho,Ecuador,360.0,0.0,0.0,,,
Yaimar Medina,Ecuador,45.0,0.0,0.0,,,
Ángelo Preciado,Ecuador,109.0,0.0,0.0,,,
Ahmed Fatouh,Egypt,267.0,0.0,0.0,,,
El Mahdy Soliman,Egypt,,,,,,
Emam Ashour,Egypt,362.0,2.0,0.0,,,
Haissem Hassan,Egypt,126.0,0.0,1.0,,,
Hamdy Fathy,Egypt,238.0,0.0,0.0,,,
Hamza Abdelkarim,Egypt,60.0,0.0,0.0,,,
Hossam Abdelmaguid,Egypt,59.0,0.0,0.0,,,
Ibrahim Adel,Egypt,3.0,0.0,0.0,,,
Karim Hafez,Egypt,172.0,0.0,1.0,,,
Mahmoud Saber,Egypt,46.0,1.0,0.0,,,
Marwan Attia,Egypt,434.0,0.0,1.0,,,
Mohamed Abdelmonem,Egypt,14.0,0.0,0.0,,,
Mohamed Alaa,Egypt,,,,,,
Mohamed El-Shenawy,Egypt,,,,,,
Mohamed Hany,Egypt,480.0,0.0,1.0,,,
Mohamed Salah,Egypt,425.0,1.0,2.0,,,
Mohanad Lasheen,Egypt,359.0,0.0,0.0,,,
Mostafa Shobeir,Egypt,480.0,0.0,0.0,5.0,480.0,0.0
